,AAPL,ADI,ADSK,AVGO,BBBY,BIDU,BIIB,EA,GOOGL,LBTYA,MSFT,PAYX,XLNX,NDX
231,97.12,61.77,58.8,161.572,44.37,163.81,287.6,76.8,755.632,31.4,56.87,60.88,48.63,4663.884
232,97.12,61.77,58.765,161.56,44.36,163.75,287.58,76.77,755.35,31.35,56.89,60.855,48.6218,4661.865
233,97.045,61.69,58.71,161.45,44.32,163.51,287.43,76.75,754.94,31.32,56.84,60.79,48.56,4657.975
234,97.06,61.7,58.73,161.52,44.32,163.517,287.35,76.72,755.21,31.32,56.835,60.78,48.57,4658.039
235,97.0559,61.675,58.68,161.4956,44.3,163.45,287.3562,76.75,754.67,31.31,56.79,60.77,48.57,4656.804
236,97.005,61.67,58.665,161.43,44.31,163.4285,287.365,76.7,754.485,31.3,56.745,60.78,48.59,4655.855
237,97.0405,61.69,58.69,161.47,44.306,163.62,287.38,76.661,754.59,31.32,56.76,60.78,48.59,4656.584
238,97.06,61.67,58.68,161.45,44.32,163.58,287.36,76.62,754.3,31.32,56.76,60.78,48.6,4656.314
239,97.07,61.68,58.65,161.54,44.33,163.68,287.33,76.66,754.82,31.33,56.78,60.8,48.6,4657.179
240,97.055,61.68,58.65,161.51,44.32,163.62,287.25,76.66,754.98,31.31,56.777,60.82,48.62,4657.527
241,97.01,61.69,58.66,161.55,44.33,163.69,287.27,76.64,754.97,31.3,56.76,60.82,48.61,4657.282
242,96.98,61.7,58.655,161.57,44.36,163.73,287.315,76.63,754.71,31.31,56.7583,60.82,48.6,4657.147
243,96.98,61.69,58.65,161.64,44.37,163.64,287.13,76.65,754.63,31.31,56.76,60.83,48.59,4656.499
244,96.981,61.69,58.66,161.7,44.36,163.67,287.02,76.63,754.31,31.29,56.745,60.83,48.6,4656.052
245,96.98,61.695,58.67,161.71,44.37,163.71,287.16,76.63,754.97,31.31,56.76,60.85,48.61,4656.903
246,96.995,61.71,58.66,161.72,44.39,163.58,287.185,76.635,754.7275,31.315,56.7436,60.83,48.63,4656.816
247,97.0,61.724,58.7,161.77,44.39,163.7,287.375,76.68,754.985,31.32,56.7359,60.8459,48.645,4657.83
248,96.98,61.73,58.72,161.8,44.4,163.86,287.49,76.69,755.09,31.33,56.74,60.85,48.645,4658.212
249,96.96,61.739,58.71,161.7512,44.41,163.8345,287.37,76.66,755.2175,31.34,56.72,60.84,48.65,4658.152
250,96.99,61.76,58.72,161.92,44.44,163.95,287.24,76.66,755.29,31.35,56.725,60.87,48.67,4659.311
251,96.9741,61.77,58.71,161.91,44.43,163.98,287.37,76.66,755.4,31.34,56.72,60.88,48.7,4660.064
252,96.996,61.8,58.71,162.02,44.42,163.96,287.4,76.62,755.4,31.3299,56.72,60.88,48.71,4660.119
253,96.98,61.78,58.68,161.87,44.4,164.0,287.42,76.62,755.3175,31.33495,56.72,60.87,48.71,4659.663
254,96.96,61.7802,58.69,161.915,44.4,164.0,287.57,76.65,755.185,31.34,56.73,60.87,48.7,4659.529
255,96.95,61.795,58.6716,161.98,44.415,164.07,287.48,76.64,755.34,31.34,56.745,60.8801,48.705,4659.661
256,96.9358,61.8,58.66,161.96,44.43,163.99,287.27,76.6,755.22,31.325,56.74,60.88,48.71,4659.238
257,96.96,61.84,58.68,162.0,44.43,163.98,287.41,76.64,755.615,31.355,56.77,60.89,48.72,4659.99
258,96.92,61.84,58.68,161.97,44.43,164.01,287.485,76.65,755.8275,31.37,56.755,60.9,48.7,4660.132
259,96.91,61.84,58.7,161.89,44.43,164.0299,287.36,76.67,755.87,31.36,56.74,60.9,48.72,4659.701
260,96.9351,61.855,58.7,161.91,44.3913,163.975,287.43,76.62,755.48,31.355,56.7559,60.89,48.74,4659.523
261,96.9,61.84,58.69,161.83,44.381,163.97,287.35,76.6,755.425,31.37,56.76,60.9,48.711,4658.982
262,96.895,61.82,58.7,161.76,44.38,163.81,287.36,76.59,755.7225,31.38,56.775,60.91,48.71,4659.175
263,96.91,61.8,58.69,161.71,44.375,163.9,287.33,76.608,755.245,31.37,56.775,60.91,48.71,4658.992
264,96.9,61.79,58.72,161.67,44.38,163.94,287.3,76.62,755.25,31.38,56.77,60.91,48.69,4658.635
265,96.89,61.76,58.6701,161.64,44.38,164.0,287.27,76.61,755.24,31.375,56.795,60.89,48.68,4658.466
266,96.875,61.76,58.69,161.6029,44.34,164.0,287.2,76.59,755.1,31.38,56.77,60.8845,48.68,4658.384
267,96.9,61.76,58.695,161.64,44.35,164.09,287.24,76.64,755.66,31.375,56.8,60.8937,48.7,4659.462
268,96.93,61.7603,58.71,161.71,44.33,164.13,287.0199,76.72,755.6,31.41,56.829,60.9,48.72,4659.983
269,96.885,61.74,58.7,161.61,44.31,164.1234,286.9875,76.65,755.155,31.395,56.801,60.91,48.71,4659.299
270,96.8941,61.75,58.71,161.58,44.33,164.15,286.88,76.67,755.23,31.41,56.835,60.92,48.7,4659.446
271,96.92,61.74,58.71,161.67,44.335,164.15,286.9,76.7,755.32,31.41,56.835,60.93,48.725,4659.472
272,96.9538,61.75,58.72,161.685,44.34,164.18,287.19,76.78,755.59,31.41,56.8499,60.94,48.75,4660.556
273,96.9063,61.74,58.73,161.71,44.34,164.28,287.5,76.78,755.46,31.42,56.84,60.95,48.75,4661.209
274,96.905,61.73,58.74,161.685,44.3,164.151,287.53,76.73,755.52,31.42,56.84,60.94,48.75,4660.998
275,96.89,61.75,58.7,161.67,44.28,164.266,287.29,76.73,755.3,31.43,56.81,60.93,48.74,4660.356
276,96.825,61.74,58.67,161.62,44.29,164.15,286.985,76.73,755.03,31.395,56.79,60.91,48.73,4658.962
277,96.84,61.71,58.62,161.53,44.29,164.06,286.82,76.68,754.5725,31.37,56.77,60.9,48.71,4656.871
278,96.845,61.69,58.63,161.475,44.2999,164.064,286.79,76.73,754.35,31.365,56.7864,60.89,48.705,4657.104
279,96.845,61.66,58.61,161.42,44.28,164.15,286.57,76.71,754.35,31.355,56.78,60.89,48.71,4656.92
280,96.79,61.65,58.6,161.45,44.27,164.12,286.44,76.69,754.485,31.385,56.7701,60.87,48.7,4655.7
281,96.725,61.645,58.57,161.33,44.28,164.12,286.33,76.73,754.254,31.38,56.75,60.8521,48.69,4655.008
282,96.765,61.64,58.5468,161.3,44.265,164.22,286.55,76.72,754.16,31.39,56.74,60.83,48.71,4655.094
283,96.71,61.636,58.51,161.26,44.275,164.28,286.74,76.75,754.09,31.39,56.7238,60.83,48.71,4654.548
284,96.675,61.64,58.55,161.309,44.31,164.36,286.95,76.8,754.3678,31.41,56.7499,60.85,48.72,4655.695
285,96.641,61.64,58.549,161.25,44.29,164.28,286.74,76.76,754.29,31.41,56.745,60.86,48.72,4655.471
286,96.68,61.66,58.53,161.26,44.29,164.47,286.8206,76.73,754.73,31.41,56.75,60.87,48.74,4656.134
287,96.66,61.661,58.5,161.23,44.28,164.36,286.8,76.7,754.53,31.4,56.745,60.87,48.745,4656.097
288,96.67,61.64,58.47,161.2,44.26,164.3,286.805,76.6996,754.745,31.43,56.735,60.86,48.72,4655.597
289,96.743,61.66,58.49,161.25,44.26,164.362,287.08,76.72,754.96,31.455,56.74,60.89,48.73,4657.269
290,96.63,61.66,58.49,161.26,44.26,164.4,286.8087,76.77,755.0375,31.435,56.74,60.89,48.74,4656.606
291,96.69,61.67,58.4925,161.275,44.22,164.45,286.94,76.78,755.14,31.42,56.74,60.907,48.73,4657.846
292,96.67,61.68,58.495,161.23,44.23,164.35,287.2,76.73,755.29877,31.43,56.72,60.9,48.73,4657.298
293,96.66,62.92,58.6,161.95,44.23,164.366,286.96,76.81,755.4575,31.44,56.74,60.9,49.07,4660.919
294,96.67,62.59,58.58,162.395,44.26,164.46,286.93,76.81,755.39,31.47,56.75,60.93,49.09,4662.652
295,96.69,62.6711,58.55,162.095,44.28,164.44,287.02,76.82,755.685,31.48,56.791,60.94,49.065,4663.136
296,96.6901,63.44,58.61,162.37,44.28,164.54,286.96,76.8,755.98,31.5,56.82,60.95,49.21,4665.014
297,96.73,63.88,58.59,162.4275,44.3,164.745,287.21,76.83,756.0,31.54,56.82,60.97,49.26,4666.869
298,96.76,63.35,58.63,162.47,44.31,164.64,287.41,76.85,755.94,31.54,56.81,60.99,49.27,4669.083
299,96.7741,63.13,58.63,162.68,44.34,164.6,287.19,76.87,755.78,31.53,56.81,61.01,49.43,4668.753
300,96.729,63.25,58.62,162.71,44.31,164.48,287.1373,76.84,755.61,31.525,56.8,60.99,49.462,4667.652
301,96.766,63.275,58.655,162.85,44.37,164.59,287.37,76.9,756.14,31.54,56.84,61.03,49.48,4670.635
302,96.74,63.42,58.635,162.92,44.34,164.55,287.57,76.86,755.9382,31.55,56.82,61.02,49.555,4671.36
303,96.73,63.27,58.62,162.77,44.35,164.61,287.54,76.85,756.01,31.55,56.82,61.02,49.62,4670.426
304,96.75,63.45,58.61,162.86,44.33,164.42,287.35,76.81,755.87,31.56,56.82,61.01,49.67,4670.136
305,96.741,63.33,58.6,162.9199,44.35,164.48,287.43,76.82,756.2488,31.57,56.8192,61.01,49.71,4670.035
306,96.7611,63.245,58.59,162.9,44.36,164.4,287.53,76.8,756.2494,31.575,56.835,61.01,49.67,4670.664
307,96.775,63.15,58.6,162.97,44.35,164.301,287.4965,76.82,756.25,31.58,56.82,61.01,49.74,4671.248
308,96.751,63.2,58.59,163.13,44.36,164.415,287.53,76.87,756.24,31.56,56.84,61.0,49.76,4672.202
309,96.75,63.24,58.57,163.1,44.37,164.36,287.51,76.85,755.96,31.55,56.805,61.0,49.732,4670.81
310,96.76,63.185,58.61,163.105,44.37,164.29,287.39,76.86,755.9,31.55,56.79,61.0,49.72,4670.876
311,96.76,63.11,58.6,163.11,44.39,164.32,287.215,76.86,756.2189,31.54,56.8,61.02,49.68,4671.368
312,96.76,63.13,58.61,163.14,44.4,164.27,287.21,76.855,755.94,31.545,56.79,61.01,49.72,4671.597
313,96.74,63.17,58.63,163.14,44.4,164.41,287.27,76.8826,756.53,31.54,56.8087,61.01,49.76,4672.48
314,96.715,63.48,58.63,163.41,44.42,164.24,287.22,76.87,756.22,31.545,56.81,61.02,49.83,4673.202
315,96.647,62.885,58.62,163.11,44.42,164.26,287.15,76.88,756.48,31.52,56.81,61.02,49.615,4671.168
316,96.699,62.87,58.65,163.21,44.39,164.2,287.02,76.87,756.525,31.54,56.8,61.03,49.68,4671.357
317,96.6645,62.94,58.59,163.205,44.39,164.2,287.05,76.84,756.57,31.53,56.76,61.01,49.67,4670.133
318,96.6701,62.8,58.57,163.25,44.38,164.08,287.03,76.8,756.04,31.535,56.7532,61.0,49.68,4669.502
319,96.664,62.82,58.555,163.21,44.39,164.11,287.09,76.81,756.17,31.55,56.755,61.01,49.58,4669.431
320,96.65,62.8725,58.55,163.295,44.39,164.1343,287.085,76.83,756.07,31.545,56.75,60.99,49.64,4669.562
321,96.659,62.91655,58.54,163.3,44.39,164.14,287.15,76.83,756.0,31.56,56.6974,60.98,49.6,4668.794
322,96.63,62.960598,58.58,163.15,44.4,164.1,287.055,76.815,756.0,31.56,56.7,60.99,49.61,4668.343
323,96.65,63.004646,58.57,163.244,44.41,164.13,287.07,76.83,755.807,31.58,56.705,60.985,49.585,4668.492
324,96.6733,63.0487,58.58,163.27,44.42,164.15,287.05,76.86,755.7,31.59,56.723,60.99,49.56,4668.778
325,96.75,63.092747,58.59,163.3,44.42,164.22,287.171,76.86,755.55,31.61,56.74,61.0,49.58,4669.502
326,96.73,63.136795,58.61,163.09,44.41,164.25,287.25,76.845,755.75,31.595,56.74,60.99,49.55,4669.41
327,96.77,63.180843,58.57,163.12,44.3937,164.27,287.215,76.84,755.91,31.6,56.76,61.0,49.59,4669.935
328,96.78,63.224895,58.61,163.03,44.4,164.18,287.18,76.84,755.64,31.62,56.775,60.99,49.59,4670.211
329,96.75,63.268944,58.61,162.89,44.39,164.12,286.99,76.81,755.67,31.6,56.755,60.9737,49.56,4669.14
330,96.745,63.312992,58.56,162.8,44.38,164.09,287.12,76.8,755.67,31.6,56.725,60.95,49.51,4667.585
331,96.751,63.35704,58.58,162.75,44.39,164.2,287.2835,76.8,755.71,31.585,56.72,60.96,49.51,4668.11
332,96.82,63.401093,58.6,162.68,44.4,164.35,287.75,76.84,755.9,31.59,56.75,60.965,49.51,4669.69
333,96.8389,63.44514,58.57,162.525,44.4,164.29,287.74,76.85,756.06,31.62,56.7552,60.96,49.5,4670.091
334,96.85,63.48919,58.571,162.56,44.4,164.36,287.77,76.88,756.22,31.61,56.765,60.98,49.5,4670.546
335,96.83,63.53324,58.58,162.5,44.395,164.43,287.8,76.871,756.22,31.585,56.765,60.985,49.5,4670.607
336,96.795,63.57729,58.565,162.59,44.375,164.39,287.67,76.86,756.13,31.56,56.76,60.99,49.56,4670.323
337,96.79,63.621338,58.56,162.61,44.36,164.44,287.61,76.82,756.3,31.56,56.76,60.98,49.565,4670.337
338,96.73,63.665386,58.5,162.565,44.365,164.3,287.55,76.82,756.63,31.555,56.765,61.01,49.61,4669.721
339,96.7647,63.70944,58.56,162.59,44.375,164.47,287.714,76.9,757.0,31.58,56.79,61.0152,49.59,4671.334
340,96.73,63.753487,58.59,162.505,44.36,164.44,287.6,76.9,757.26,31.595,56.79,61.03,49.63,4671.465
341,96.7102,63.797535,58.57,162.56,44.351,164.44,287.56,76.89,757.04,31.575,56.8,61.02,49.56,4671.579
342,96.686,63.841583,58.6,162.51,44.36,164.48,287.59,76.89,756.95,31.585,56.81,61.015,49.53,4671.567
343,96.6726,63.885635,58.58,162.56,44.355,164.39,287.59,76.9,756.7325,31.59,56.78,61.013,49.53,4671.498
344,96.659,63.929684,58.5784,162.515,44.35,164.25,287.53,76.84,755.9101,31.585,56.795,61.005,49.53,4670.171
345,96.6532,63.973732,58.56,162.48,44.335,164.34,287.6,76.89,756.075,31.58,56.81,61.0,49.565,4669.952
346,96.6644,64.017784,58.58,162.496,44.36,164.4,287.5,76.92,756.0,31.585,56.83,61.03,49.535,4670.783
347,96.595,64.06183,58.53,162.44,44.33,164.23,287.41,76.86,755.5701,31.58,56.805,61.0,49.51,4668.489
348,96.57,64.10588,58.56,162.41,44.33,164.275,287.31,76.86,755.56,31.57,56.83,61.0,49.56,4668.198
349,96.5211,64.14993,58.57,162.28,44.33,164.25,287.4,76.864,755.5,31.585,56.83,61.0034,49.61,4667.895
350,96.5,64.19398,58.54,162.21,44.32,164.11,287.2,76.82,755.6,31.58,56.8,60.99,49.55,4666.178
351,96.45,64.23803,58.54,162.16,44.32,164.09,287.21,76.83,755.58,31.57,56.79,60.98,49.57,4665.875
352,96.435,64.282074,58.52,162.25,44.32,164.14,287.22,76.8,756.4099,31.57,56.79,60.99,49.61,4666.614
353,96.496,64.326126,58.54,162.4,44.32,164.08,287.2,76.84,756.27,31.56,56.745,60.99,49.68,4667.291
354,96.445,64.37018,58.54,162.47,44.32,164.08,287.22,76.835,756.23,31.58,56.77,60.991,49.625,4667.59
355,96.4549,64.41422,58.56,162.51,44.315,164.12,287.04,76.84,756.16,31.575,56.78,60.995,49.585,4667.341
356,96.56,64.458275,58.585,162.6499,44.31,164.19,287.12,76.88,756.2675,31.57,56.795,61.005,49.64,4668.928
357,96.615,64.50233,58.59,162.61,44.3054,164.04,286.95,76.8416,756.38,31.555,56.7701,61.005,49.59,4668.483
358,96.615,64.54637,58.64,162.62,44.32,164.15,286.92,76.87,756.86,31.59,56.79,61.03,49.6,4669.344
359,96.584,64.59042,58.6,162.61,44.315,164.17,286.83,76.88,756.8499,31.61,56.774,61.045,49.61,4669.159
360,96.563,64.63447,58.63,162.67,44.32,164.13,286.73,76.89,757.31,31.625,56.8,61.08,49.6137,4669.702
361,96.541,64.67852,58.635,162.64,44.34,164.09,286.71,76.89,757.09,31.58,56.795,61.065,49.58,4669.626
362,96.525,64.72257,58.65,162.59,44.37,164.2,286.71,76.86,757.185,31.555,56.7752,61.055,49.6,4668.58
363,96.55,64.76662,58.65,162.64,44.389,164.24,286.72,76.9,757.08,31.55,56.795,61.06,49.6,4669.047
364,96.5751,64.81067,58.64,162.63,44.4,164.155,286.695,76.93,756.69,31.55,56.78,61.065,49.565,4668.529
365,96.587,64.85472,58.68,162.67,44.42,164.25,286.74,76.92,757.1425,31.555,56.7947,61.0813,49.51,4669.534
366,96.637,64.898766,58.655,162.53,44.43,164.2715,286.9,76.89,757.02,31.575,56.8,61.081,49.415,4669.13
367,96.675,64.94282,58.68,162.82,44.44,164.235,287.2,76.865,756.955,31.575,56.81,61.085,49.53,4671.151
368,96.65,64.98687,58.69,162.86,44.45,164.22,287.26,76.87,756.55,31.57,56.7952,61.095,49.535,4670.588
369,96.665,65.030914,58.74,162.95,44.46,164.285,287.25,76.91,756.83,31.575,56.8001,61.09,49.5301,4670.915
370,96.745,65.07497,58.76,163.15,44.45,164.27,287.36,76.95,757.0,31.57,56.79,61.1,49.65,4672.083
371,96.74,65.11901,58.79,163.09,44.42,164.2305,287.42,76.95,757.0575,31.565,56.82,61.08,49.67,4671.646
372,96.745,65.16306,58.815,163.07,44.44,164.245,287.485,76.97,756.9,31.56,56.825,61.095,49.7,4672.32
373,96.77,65.207115,58.785,163.0,44.425,164.11,287.541,76.89,756.87,31.56,56.825,61.095,49.61,4671.303
374,96.7,65.25116,58.775,163.0,44.43,164.13,287.59,76.87,756.9475,31.53,56.82,61.095,49.61,4670.354
375,96.7158,65.29521,58.8,163.1,44.435,164.1453,287.68,76.885,756.96,31.535,56.825,61.105,49.65,4670.952
376,96.74,65.339264,58.79,163.12,44.425,164.14,287.69,76.87,757.405,31.5422,56.87,61.105,49.61,4672.271
377,96.78,65.38331,58.81,163.2,44.44,164.16,287.68,76.91,757.35,31.54,56.875,61.11,49.63,4672.986
378,96.775,65.42736,58.8,163.14,44.43,164.1,287.7,76.89,757.25,31.56,56.875,61.105,49.615,4672.704
379,96.815,65.471405,58.82,163.1852,44.445,164.08,287.75,76.939,757.5049,31.57,56.875,61.15,49.61,4673.686
380,96.82,65.51546,58.79,163.15,44.44,163.92,287.66,76.88,757.355,31.545,56.84,61.14,49.58,4672.77
381,96.8,65.55951,58.76,162.99,44.44,163.79,287.35,76.86,757.07,31.52,56.7947,61.125,49.585,4671.176
382,96.8,65.60355,58.76,163.07,44.44,163.76,287.39,76.9,757.25,31.525,56.8,61.1,49.59,4671.264
383,96.81,65.647606,58.755,163.06,44.44,163.6,287.3,76.85,756.995,31.52,56.7547,61.105,49.58,4670.272
384,96.81,65.69166,58.76,163.13,44.44,163.71,287.18,76.85,756.74,31.52,56.755,61.105,49.6,4670.213
385,96.81,65.7357,58.77,163.21,44.44,163.71,287.1,76.85,756.68,31.51,56.74,61.115,49.64,4670.381
386,96.8,65.779755,58.79,163.27,44.425,163.85,287.14,76.86,756.84,31.52,56.76,61.12,49.67,4671.395
387,96.7868,65.8238,58.78,163.37,44.435,163.99,287.185,76.83,756.97,31.52,56.75,61.15,49.65,4671.456
388,96.79,65.86785,58.77,163.44,44.46,164.17,287.275,76.85,757.26,31.51,56.75,61.19,49.66,4672.559
389,96.75,65.9119,58.76,163.48,44.46,164.08,287.21,76.84,757.28,31.51,56.77,61.2,49.65,4672.518
390,96.67,65.95595,58.75,163.44,44.46,164.03,287.04,76.84,757.65,31.51,56.76,61.21,49.7,4671.725
391,103.85,66.0,58.75,166.99,44.4285,164.01,287.87,76.87,758.9399,31.43,56.525,61.12,49.74,4710.9
392,103.9,66.15,58.75,166.3,44.397,163.34,287.89,77.01,757.69,31.495,56.6,61.15,49.66,4710.448
393,103.78,65.925,58.815,166.742,44.3655,164.0,288.32,77.01,757.99,31.495,56.55,61.11,49.72,4708.461
394,103.669,65.41,58.88,166.91,44.334,164.575,288.23,77.15,758.28,31.5,56.58,61.03,49.78,4707.827
395,103.65,65.02,58.905,167.0,44.3025,164.23,288.13,77.21,758.399,31.505,56.62,61.04,49.78,4707.009
396,103.786,64.84,58.95,167.27,44.34,164.55,287.57,77.15,756.05,31.51,56.64,60.98,49.7073,4704.305
397,103.7689,64.575,59.1,166.99,44.395,164.35,287.69,77.23,756.91,31.56,56.77,61.02,49.78,4706.652
398,103.91,64.32,59.13,166.88,44.38,164.53,287.81,77.24,757.03,31.565,56.75,61.01,49.74,4707.132
399,104.065,63.78,59.13,167.04,44.4,164.47,288.2908,77.16,757.3,31.57,56.714,60.99,49.76,4707.602
400,104.18,63.84,59.1725,166.545,44.41,164.62,288.4,77.15,757.44,31.55,56.78,60.96,49.69,4708.97
401,104.085,63.76,59.22,166.28,44.44,165.096,287.71,77.14,756.7,31.57,56.715,60.96,49.68,4705.297
402,103.9907,63.74,59.15,165.46,44.44,165.07,287.85,77.12,756.37,31.64,56.7,60.96,49.62,4702.423
403,104.02,63.8175,59.08,165.24,44.4,165.44,288.32,77.05,757.41,31.65,56.68,60.985,49.57,4703.081
404,104.03,63.71,59.09,164.84,44.42,165.22,287.67,77.06,756.92,31.68,56.6436,61.035,49.57,4701.556
405,103.942,63.46,59.12,164.65,44.44,165.285,287.83,76.93,756.07,31.63,56.57,61.055,49.595,4698.935
406,103.73,63.76,59.15,164.92,44.38,165.02,288.33,76.96,756.65,31.59,56.67,61.1,49.658,4700.73
407,103.7405,63.7,59.11,164.195,44.41,164.79,288.49,76.96,756.96,31.65,56.655,61.1,49.6,4700.717
408,103.76,63.72,59.08,163.98,44.42,164.7908,288.73,76.84,757.3375,31.61,56.66,61.125,49.58,4701.758
409,103.79,63.69,59.08,163.61,44.45,164.86,288.54,76.844,758.035,31.62,56.6,61.09,49.58,4701.362
410,103.731,63.9,59.11,163.23,44.48,164.93,288.589,76.92,758.55,31.64,56.62,61.08,49.56,4702.441
411,103.62,63.84,59.1803,162.9476,44.52,165.02,288.65,76.93,758.97,31.69,56.635,61.055,49.5,4703.167
412,103.77,63.22,59.14,163.5751,44.56,164.91,288.43,76.955,759.26,31.7,56.605,61.045,49.45,4703.69
413,103.9701,63.33,59.1,163.52,44.57,165.08,288.33,77.1,760.0,31.68,56.6475,61.03,49.41,4706.732
414,103.95,63.15,59.06,163.07,44.56,164.85,288.26,77.06,760.49,31.6,56.635,61.045,49.37,4706.846
415,103.95,63.54,59.11,163.44,44.57,164.7845,288.05,77.05,761.12,31.61,56.615,61.04,49.45,4707.628
416,103.93,63.3508,59.13,163.815,44.55,164.8005,288.19,77.07,761.0,31.6,56.635,61.03,49.48,4708.937
417,103.95,63.47,59.16,163.715,44.54,164.626,288.2,77.06,761.35,31.6,56.59,61.01,49.55,4710.787
418,103.97,63.37,59.18,163.83,44.55,164.67,288.07,77.07,761.22,31.6201,56.601,60.975,49.54,4711.186
419,103.96,63.2,59.1856,163.806,44.56,164.5,288.21,77.06,761.25,31.63,56.605,60.9699,49.56,4710.291
420,103.99,63.35,59.1628,163.87,44.58,164.54,288.28,76.99,761.19,31.62,56.565,60.97,49.57,4709.778
421,103.93,63.09,59.14,163.81,44.5,164.54,288.0,76.94,761.0115,31.58,56.525,60.94,49.59,4707.63
422,103.965,63.49,59.1684,164.0,44.52,164.45,288.07,76.94,761.49,31.55,56.535,60.9099,49.62,4708.614
423,104.095,63.61,59.2,164.13,44.52,164.6,288.085,76.94,762.05,31.54,56.535,60.9,49.71,4710.251
424,104.05,63.56,59.23,164.031,44.49,164.43,287.76,76.92,762.26,31.52,56.555,60.896,49.75,4709.703
425,104.03,63.62,59.21,164.43,44.49,164.27,287.8,76.98,762.18,31.52,56.57,60.89,49.79,4709.972
426,104.03,63.45,59.26,164.65,44.44,164.295,288.01,76.97,762.31,31.51,56.555,60.89,49.84,4710.169
427,104.1582,63.38,59.3,164.75,44.33,164.3675,287.76,76.97,762.18,31.46,56.55,60.88,49.82,4710.688
428,104.02,63.32,59.22,164.73,44.31,164.26,287.54,76.91,761.8,31.43,56.52,60.84,49.83,4708.145
429,103.995,63.32,59.23,164.8199,44.29,164.315,287.345,76.91,761.59,31.43,56.53,60.81,49.84,4707.601
430,103.94,63.5,59.21,164.78,44.31,164.4,287.26,76.91,761.55,31.44,56.525,60.81,49.87,4707.113
431,103.8158,63.64,59.16,164.85,44.3,164.24,287.3075,76.86,760.93,31.44,56.5,60.81,49.86,4705.795
432,103.8274,63.66,59.14,164.9,44.28,164.12,287.445,76.87,761.5912,31.48,56.45,60.83,49.85,4706.807
433,103.7426,63.81,59.15,165.01,44.28,164.005,287.75,76.885,761.61,31.45,56.42,60.83,49.87,4706.32
434,103.735,63.71,59.16,164.9,44.285,164.0,287.985,76.86,761.21,31.47,56.39,60.82,49.76,4705.359
435,103.73,63.82,59.14,164.77,44.225,163.99,288.035,76.86,761.49,31.5,56.43,60.79,49.77,4705.86
436,103.75,63.8708,59.17,164.79,44.26,163.834,287.94,76.83,761.87,31.53,56.415,60.8,49.73,4706.041
437,103.755,63.87,59.16,164.72,44.2992,163.89,288.115,76.85,761.96,31.56,56.4,60.8,49.71,4706.735
438,103.745,63.78,59.16,164.58,44.29,163.97,288.02,76.81,761.96,31.57,56.37,60.8,49.63,4706.268
439,103.63,63.84,59.11,164.71,44.29,163.9,288.0,76.79,761.92,31.6,56.355,60.8,49.65,4704.666
440,103.51,63.82,59.11,164.77,44.34,163.94,288.06,76.72,761.9,31.611,56.3585,60.85,49.64,4703.581
441,103.55,63.76,59.14,164.74,44.37,163.91,288.1,76.74,761.49,31.6,56.305,60.83,49.6,4702.358
442,103.645,63.78,59.16,164.77,44.34,164.12,287.83,76.79,761.5,31.58,56.325,60.82,49.57,4702.094
443,103.6089,63.78,59.12,164.68,44.33,163.91,287.64,76.75,761.37,31.57,56.33,60.81,49.58,4700.595
444,103.5304,63.73,59.15,164.72,44.35,164.0,287.68,76.71,761.365,31.58,56.335,60.75,49.585,4700.419
445,103.515,63.76,59.23,164.76,44.39,164.13,288.0,76.72,761.385,31.58,56.37,60.76,49.64,4701.568
446,103.56,63.77,59.22,164.8,44.44,164.14,287.94,76.74,761.25,31.57,56.32,60.75,49.67,4700.27
447,103.56,63.73,59.21,164.68,44.45,164.33,287.51,76.73,760.85,31.6,56.29,60.745,49.64,4699.776
448,103.5141,63.69,59.1996,164.72,44.42,164.32,287.62,76.8,760.301,31.62,56.36,60.76,49.63,4700.07
449,103.5351,63.4599,59.23,164.68,44.4,164.45,287.839,76.82,760.894,31.63,56.38,60.74,49.61,4700.524
450,103.525,63.4,59.24,164.55,44.4,164.49,287.94,76.84,760.74,31.6,56.39,60.75,49.6,4700.854
451,103.41,63.58,59.2,164.58,44.4,164.33,287.73,76.8,760.79,31.58,56.3936,60.73,49.62,4699.939
452,103.371,63.68,59.21,164.5,44.37,164.37,287.8,76.9,761.15,31.57,56.415,60.73,49.6,4700.748
453,103.3001,63.69,59.21,164.51,44.355,164.35,287.93,76.91,760.818,31.59,56.41,60.74,49.62,4699.763
454,103.27,63.77,59.135,164.63,44.37,164.2385,287.73,76.92,760.96,31.59,56.415,60.73,49.64,4699.966
455,103.345,63.75,59.17,164.4462,44.35,163.988,287.75,76.89,760.94,31.55,56.35,60.72,49.61,4698.19
456,103.48,63.735,59.11,164.45,44.36,164.02,287.89,76.9,761.24,31.58,56.409,60.75,49.6,4700.617
457,103.44,63.63,59.05,164.35,44.35,164.03,287.74,76.93,761.36,31.54,56.375,60.73,49.58,4699.489
458,103.5,63.65,59.055,164.43,44.24,164.07,287.82,76.93,761.6372,31.52,56.46,60.74,49.61,4701.472
459,103.45,63.595,59.06,164.455,44.22,163.956,287.81,76.95,761.2675,31.53,56.47,60.71,49.6072,4700.762
460,103.555,63.59,59.08,164.69,44.18,164.0,287.66,76.975,761.43,31.52,56.49,60.695,49.6,4701.259
